name;image;description;positions;known_for;Reparto;Producción;Guion;Banda sonora;Guion y continuidad;Composición;sonido de archivo;Música;Como sí mismos;Agradecimientos;metraje de archivo;IMDbPro;Dirección;Dirección o asistencia de la segunda unidad;Equipos adicionales
Ken Marino;https://m.media-amazon.com/images/M/MV5BMGQ4M2MyZWItMGZhNS00NjVjLWI5ODUtZjVjZWRkZDY3NDc4XkEyXkFqcGdeQXVyOTIzNjQ2NjY@._V1_QL75_UY133_CR7,0,90,133_.jpg;Ken Marino nació el 19 de diciembre de 1968 en Long Island, Nueva York, Estados Unidos. Es un actor y productor, conocido por Sácame del paraíso (2012), The State (1993) y Los diez locos mandamientos (2007). Está casado con Erica Oyama desde el 8 de octubre de 2005. Tienen dos niños.;Reparto;Dr. Glenn RichieJust FalconDr. Glenn Rosensweig;149;7;9;6;1;;;;42;3;2;;11;1;
Robbie Amell;https://m.media-amazon.com/images/M/MV5BMjE2OTMyMDM2Ml5BMl5BanBnXkFtZTgwNDAyMjU4NzE@._V1_QL75_UY133_CR2,0,90,133_.jpg;Robbie Amell nació el 21 de abril de 1988 en Toronto, Ontario, Canadá. Es un actor y productor, conocido por Upload (2020), El último baile (2015) y The Tomorrow People (2013). Está casado con Italia Ricci desde el 15 de octubre de 2016. Tienen un niño.;Reparto;Upload;54;4;;;;;;;28;1;2;;;;
Robbie Amell;https://m.media-amazon.com/images/M/MV5BMjE2OTMyMDM2Ml5BMl5BanBnXkFtZTgwNDAyMjU4NzE@._V1_QL75_UY133_CR2,0,90,133_.jpg;Robbie Amell nació el 21 de abril de 1988 en Toronto, Ontario, Canadá. Es un actor y productor, conocido por Upload (2020), El último baile (2015) y The Tomorrow People (2013). Está casado con Italia Ricci desde el 15 de octubre de 2016. Tienen un niño.;Reparto;Serie de TV;54;4;;;;;;;28;1;2;;;;
Robbie Amell;https://m.media-amazon.com/images/M/MV5BMjE2OTMyMDM2Ml5BMl5BanBnXkFtZTgwNDAyMjU4NzE@._V1_QL75_UY133_CR2,0,90,133_.jpg;Robbie Amell nació el 21 de abril de 1988 en Toronto, Ontario, Canadá. Es un actor y productor, conocido por Upload (2020), El último baile (2015) y The Tomorrow People (2013). Está casado con Italia Ricci desde el 15 de octubre de 2016. Tienen un niño.;Reparto;2020–2022 • 17 episodios;54;4;;;;;;;28;1;2;;;;
Robbie Amell;https://m.media-amazon.com/images/M/MV5BMjE2OTMyMDM2Ml5BMl5BanBnXkFtZTgwNDAyMjU4NzE@._V1_QL75_UY133_CR2,0,90,133_.jpg;Robbie Amell nació el 21 de abril de 1988 en Toronto, Ontario, Canadá. Es un actor y productor, conocido por Upload (2020), El último baile (2015) y The Tomorrow People (2013). Está casado con Italia Ricci desde el 15 de octubre de 2016. Tienen un niño.;Reparto;6,4;54;4;;;;;;;28;1;2;;;;
Robbie Amell;https://m.media-amazon.com/images/M/MV5BMjE2OTMyMDM2Ml5BMl5BanBnXkFtZTgwNDAyMjU4NzE@._V1_QL75_UY133_CR2,0,90,133_.jpg;Robbie Amell nació el 21 de abril de 1988 en Toronto, Ontario, Canadá. Es un actor y productor, conocido por Upload (2020), El último baile (2015) y The Tomorrow People (2013). Está casado con Italia Ricci desde el 15 de octubre de 2016. Tienen un niño.;Reparto;2015;54;4;;;;;;;28;1;2;;;;
Robbie Amell;https://m.media-amazon.com/images/M/MV5BMjE2OTMyMDM2Ml5BMl5BanBnXkFtZTgwNDAyMjU4NzE@._V1_QL75_UY133_CR2,0,90,133_.jpg;Robbie Amell nació el 21 de abril de 1988 en Toronto, Ontario, Canadá. Es un actor y productor, conocido por Upload (2020), El último baile (2015) y The Tomorrow People (2013). Está casado con Italia Ricci desde el 15 de octubre de 2016. Tienen un niño.;Reparto;7,2;54;4;;;;;;;28;1;2;;;;
Robbie Amell;https://m.media-amazon.com/images/M/MV5BMjE2OTMyMDM2Ml5BMl5BanBnXkFtZTgwNDAyMjU4NzE@._V1_QL75_UY133_CR2,0,90,133_.jpg;Robbie Amell nació el 21 de abril de 1988 en Toronto, Ontario, Canadá. Es un actor y productor, conocido por Upload (2020), El último baile (2015) y The Tomorrow People (2013). Está casado con Italia Ricci desde el 15 de octubre de 2016. Tienen un niño.;Reparto;Stephen Jameson;54;4;;;;;;;28;1;2;;;;
Robbie Amell;https://m.media-amazon.com/images/M/MV5BMjE2OTMyMDM2Ml5BMl5BanBnXkFtZTgwNDAyMjU4NzE@._V1_QL75_UY133_CR2,0,90,133_.jpg;Robbie Amell nació el 21 de abril de 1988 en Toronto, Ontario, Canadá. Es un actor y productor, conocido por Upload (2020), El último baile (2015) y The Tomorrow People (2013). Está casado con Italia Ricci desde el 15 de octubre de 2016. Tienen un niño.;Reparto;ARQ;54;4;;;;;;;28;1;2;;;;
Robbie Amell;https://m.media-amazon.com/images/M/MV5BMjE2OTMyMDM2Ml5BMl5BanBnXkFtZTgwNDAyMjU4NzE@._V1_QL75_UY133_CR2,0,90,133_.jpg;Robbie Amell nació el 21 de abril de 1988 en Toronto, Ontario, Canadá. Es un actor y productor, conocido por Upload (2020), El último baile (2015) y The Tomorrow People (2013). Está casado con Italia Ricci desde el 15 de octubre de 2016. Tienen un niño.;Reparto;Renton;54;4;;;;;;;28;1;2;;;;
Zachary Quinto;https://m.media-amazon.com/images/M/MV5BMjQ4NDQ2MmYtODY3OS00MjE1LTk4ZjktNTE2OGQ1NmZhNzgyXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_QL75_UX90_CR0,1,90,133_.jpg;Zachary Quinto nació el 2 de junio de 1977 en Pittsburgh, Pennsylvania, Estados Unidos. Es un actor y productor, conocido por Star Trek (2009), Margin Call (2011) y Star Trek: Más allá (2016).;Reparto;Star Trek;75;32;2;1;;;;;143;9;9;;;;
Zachary Quinto;https://m.media-amazon.com/images/M/MV5BMjQ4NDQ2MmYtODY3OS00MjE1LTk4ZjktNTE2OGQ1NmZhNzgyXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_QL75_UX90_CR0,1,90,133_.jpg;Zachary Quinto nació el 2 de junio de 1977 en Pittsburgh, Pennsylvania, Estados Unidos. Es un actor y productor, conocido por Star Trek (2009), Margin Call (2011) y Star Trek: Más allá (2016).;Reparto;Spock;75;32;2;1;;;;;143;9;9;;;;
Zachary Quinto;https://m.media-amazon.com/images/M/MV5BMjQ4NDQ2MmYtODY3OS00MjE1LTk4ZjktNTE2OGQ1NmZhNzgyXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_QL75_UX90_CR0,1,90,133_.jpg;Zachary Quinto nació el 2 de junio de 1977 en Pittsburgh, Pennsylvania, Estados Unidos. Es un actor y productor, conocido por Star Trek (2009), Margin Call (2011) y Star Trek: Más allá (2016).;Reparto;Margin Call;75;32;2;1;;;;;143;9;9;;;;
Zachary Quinto;https://m.media-amazon.com/images/M/MV5BMjQ4NDQ2MmYtODY3OS00MjE1LTk4ZjktNTE2OGQ1NmZhNzgyXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_QL75_UX90_CR0,1,90,133_.jpg;Zachary Quinto nació el 2 de junio de 1977 en Pittsburgh, Pennsylvania, Estados Unidos. Es un actor y productor, conocido por Star Trek (2009), Margin Call (2011) y Star Trek: Más allá (2016).;Reparto;Peter Sullivan;75;32;2;1;;;;;143;9;9;;;;
Zachary Quinto;https://m.media-amazon.com/images/M/MV5BMjQ4NDQ2MmYtODY3OS00MjE1LTk4ZjktNTE2OGQ1NmZhNzgyXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_QL75_UX90_CR0,1,90,133_.jpg;Zachary Quinto nació el 2 de junio de 1977 en Pittsburgh, Pennsylvania, Estados Unidos. Es un actor y productor, conocido por Star Trek (2009), Margin Call (2011) y Star Trek: Más allá (2016).;Reparto;Star Trek: Más allá;75;32;2;1;;;;;143;9;9;;;;
Zachary Quinto;https://m.media-amazon.com/images/M/MV5BMjQ4NDQ2MmYtODY3OS00MjE1LTk4ZjktNTE2OGQ1NmZhNzgyXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_QL75_UX90_CR0,1,90,133_.jpg;Zachary Quinto nació el 2 de junio de 1977 en Pittsburgh, Pennsylvania, Estados Unidos. Es un actor y productor, conocido por Star Trek (2009), Margin Call (2011) y Star Trek: Más allá (2016).;Reparto;Commander Spock;75;32;2;1;;;;;143;9;9;;;;
Zachary Quinto;https://m.media-amazon.com/images/M/MV5BMjQ4NDQ2MmYtODY3OS00MjE1LTk4ZjktNTE2OGQ1NmZhNzgyXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_QL75_UX90_CR0,1,90,133_.jpg;Zachary Quinto nació el 2 de junio de 1977 en Pittsburgh, Pennsylvania, Estados Unidos. Es un actor y productor, conocido por Star Trek (2009), Margin Call (2011) y Star Trek: Más allá (2016).;Reparto;Star Trek: En la oscuridad;75;32;2;1;;;;;143;9;9;;;;
Zachary Quinto;https://m.media-amazon.com/images/M/MV5BMjQ4NDQ2MmYtODY3OS00MjE1LTk4ZjktNTE2OGQ1NmZhNzgyXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_QL75_UX90_CR0,1,90,133_.jpg;Zachary Quinto nació el 2 de junio de 1977 en Pittsburgh, Pennsylvania, Estados Unidos. Es un actor y productor, conocido por Star Trek (2009), Margin Call (2011) y Star Trek: Más allá (2016).;Reparto;Spock;75;32;2;1;;;;;143;9;9;;;;
Nick Swardson;https://m.media-amazon.com/images/M/MV5BMjQ5NDYzMTM5Nl5BMl5BanBnXkFtZTcwNjM0NDkwNg@@._V1_QL75_UX90_CR0,1,90,133_.jpg;Nick Swardson nació el 9 de octubre de 1976 en Minneapolis, Minnesota, Estados Unidos. Es un actor y escritor, conocido por Play Boy: el rey del mando (2006), Los calientabanquillos (2006) y Sígueme el rollo (2011).;Reparto;Play Boy: el rey del mando;79;11;15;1;1;;;;70;1;2;;;;1
Nick Swardson;https://m.media-amazon.com/images/M/MV5BMjQ5NDYzMTM5Nl5BMl5BanBnXkFtZTcwNjM0NDkwNg@@._V1_QL75_UX90_CR0,1,90,133_.jpg;Nick Swardson nació el 9 de octubre de 1976 en Minneapolis, Minnesota, Estados Unidos. Es un actor y escritor, conocido por Play Boy: el rey del mando (2006), Los calientabanquillos (2006) y Sígueme el rollo (2011).;Reparto;Jeff;79;11;15;1;1;;;;70;1;2;;;;1
Nick Swardson;https://m.media-amazon.com/images/M/MV5BMjQ5NDYzMTM5Nl5BMl5BanBnXkFtZTcwNjM0NDkwNg@@._V1_QL75_UX90_CR0,1,90,133_.jpg;Nick Swardson nació el 9 de octubre de 1976 en Minneapolis, Minnesota, Estados Unidos. Es un actor y escritor, conocido por Play Boy: el rey del mando (2006), Los calientabanquillos (2006) y Sígueme el rollo (2011).;Reparto;Los calientabanquillos;79;11;15;1;1;;;;70;1;2;;;;1
Nick Swardson;https://m.media-amazon.com/images/M/MV5BMjQ5NDYzMTM5Nl5BMl5BanBnXkFtZTcwNjM0NDkwNg@@._V1_QL75_UX90_CR0,1,90,133_.jpg;Nick Swardson nació el 9 de octubre de 1976 en Minneapolis, Minnesota, Estados Unidos. Es un actor y escritor, conocido por Play Boy: el rey del mando (2006), Los calientabanquillos (2006) y Sígueme el rollo (2011).;Reparto;Howie;79;11;15;1;1;;;;70;1;2;;;;1
Nick Swardson;https://m.media-amazon.com/images/M/MV5BMjQ5NDYzMTM5Nl5BMl5BanBnXkFtZTcwNjM0NDkwNg@@._V1_QL75_UX90_CR0,1,90,133_.jpg;Nick Swardson nació el 9 de octubre de 1976 en Minneapolis, Minnesota, Estados Unidos. Es un actor y escritor, conocido por Play Boy: el rey del mando (2006), Los calientabanquillos (2006) y Sígueme el rollo (2011).;Reparto;Sígueme el rollo;79;11;15;1;1;;;;70;1;2;;;;1
Nick Swardson;https://m.media-amazon.com/images/M/MV5BMjQ5NDYzMTM5Nl5BMl5BanBnXkFtZTcwNjM0NDkwNg@@._V1_QL75_UX90_CR0,1,90,133_.jpg;Nick Swardson nació el 9 de octubre de 1976 en Minneapolis, Minnesota, Estados Unidos. Es un actor y escritor, conocido por Play Boy: el rey del mando (2006), Los calientabanquillos (2006) y Sígueme el rollo (2011).;Reparto;Eddie;79;11;15;1;1;;;;70;1;2;;;;1
Nick Swardson;https://m.media-amazon.com/images/M/MV5BMjQ5NDYzMTM5Nl5BMl5BanBnXkFtZTcwNjM0NDkwNg@@._V1_QL75_UX90_CR0,1,90,133_.jpg;Nick Swardson nació el 9 de octubre de 1976 en Minneapolis, Minnesota, Estados Unidos. Es un actor y escritor, conocido por Play Boy: el rey del mando (2006), Los calientabanquillos (2006) y Sígueme el rollo (2011).;Reparto;Jack y su gemela;79;11;15;1;1;;;;70;1;2;;;;1
Nick Swardson;https://m.media-amazon.com/images/M/MV5BMjQ5NDYzMTM5Nl5BMl5BanBnXkFtZTcwNjM0NDkwNg@@._V1_QL75_UX90_CR0,1,90,133_.jpg;Nick Swardson nació el 9 de octubre de 1976 en Minneapolis, Minnesota, Estados Unidos. Es un actor y escritor, conocido por Play Boy: el rey del mando (2006), Los calientabanquillos (2006) y Sígueme el rollo (2011).;Reparto;Todd;79;11;15;1;1;;;;70;1;2;;;;1
Rob Schneider;https://m.media-amazon.com/images/M/MV5BMTg0MDE4MTE0MF5BMl5BanBnXkFtZTcwOTYyOTM3MQ@@._V1_QL75_UX90_CR0,1,90,133_.jpg;Rob Schneider nació el 31 de octubre de 1963 en San Francisco, California, Estados Unidos. Es un actor y escritor, conocido por Gigoló (1999), ¡Este cuerpo no es el mío! (2002) y Estoy hecho un animal (2001). Está casado con Patricia Maya Schneider desde el 23 de abril de 2011. Tienen dos niños. Ha estado casado con London King y Helena Schneider.;Reparto;Gigoló;98;9;14;6;;;1;;157;4;28;;6;;2
Rob Schneider;https://m.media-amazon.com/images/M/MV5BMTg0MDE4MTE0MF5BMl5BanBnXkFtZTcwOTYyOTM3MQ@@._V1_QL75_UX90_CR0,1,90,133_.jpg;Rob Schneider nació el 31 de octubre de 1963 en San Francisco, California, Estados Unidos. Es un actor y escritor, conocido por Gigoló (1999), ¡Este cuerpo no es el mío! (2002) y Estoy hecho un animal (2001). Está casado con Patricia Maya Schneider desde el 23 de abril de 2011. Tienen dos niños. Ha estado casado con London King y Helena Schneider.;Reparto;Deuce Bigalow;98;9;14;6;;;1;;157;4;28;;6;;2
Rob Schneider;https://m.media-amazon.com/images/M/MV5BMTg0MDE4MTE0MF5BMl5BanBnXkFtZTcwOTYyOTM3MQ@@._V1_QL75_UX90_CR0,1,90,133_.jpg;Rob Schneider nació el 31 de octubre de 1963 en San Francisco, California, Estados Unidos. Es un actor y escritor, conocido por Gigoló (1999), ¡Este cuerpo no es el mío! (2002) y Estoy hecho un animal (2001). Está casado con Patricia Maya Schneider desde el 23 de abril de 2011. Tienen dos niños. Ha estado casado con London King y Helena Schneider.;Reparto;¡Este cuerpo no es el mío!;98;9;14;6;;;1;;157;4;28;;6;;2
Rob Schneider;https://m.media-amazon.com/images/M/MV5BMTg0MDE4MTE0MF5BMl5BanBnXkFtZTcwOTYyOTM3MQ@@._V1_QL75_UX90_CR0,1,90,133_.jpg;Rob Schneider nació el 31 de octubre de 1963 en San Francisco, California, Estados Unidos. Es un actor y escritor, conocido por Gigoló (1999), ¡Este cuerpo no es el mío! (2002) y Estoy hecho un animal (2001). Está casado con Patricia Maya Schneider desde el 23 de abril de 2011. Tienen dos niños. Ha estado casado con London King y Helena Schneider.;Reparto;Jessica;98;9;14;6;;;1;;157;4;28;;6;;2
Rob Schneider;https://m.media-amazon.com/images/M/MV5BMTg0MDE4MTE0MF5BMl5BanBnXkFtZTcwOTYyOTM3MQ@@._V1_QL75_UX90_CR0,1,90,133_.jpg;Rob Schneider nació el 31 de octubre de 1963 en San Francisco, California, Estados Unidos. Es un actor y escritor, conocido por Gigoló (1999), ¡Este cuerpo no es el mío! (2002) y Estoy hecho un animal (2001). Está casado con Patricia Maya Schneider desde el 23 de abril de 2011. Tienen dos niños. Ha estado casado con London King y Helena Schneider.;Reparto;Estoy hecho un animal;98;9;14;6;;;1;;157;4;28;;6;;2
Rob Schneider;https://m.media-amazon.com/images/M/MV5BMTg0MDE4MTE0MF5BMl5BanBnXkFtZTcwOTYyOTM3MQ@@._V1_QL75_UX90_CR0,1,90,133_.jpg;Rob Schneider nació el 31 de octubre de 1963 en San Francisco, California, Estados Unidos. Es un actor y escritor, conocido por Gigoló (1999), ¡Este cuerpo no es el mío! (2002) y Estoy hecho un animal (2001). Está casado con Patricia Maya Schneider desde el 23 de abril de 2011. Tienen dos niños. Ha estado casado con London King y Helena Schneider.;Reparto;Marvin;98;9;14;6;;;1;;157;4;28;;6;;2
Rob Schneider;https://m.media-amazon.com/images/M/MV5BMTg0MDE4MTE0MF5BMl5BanBnXkFtZTcwOTYyOTM3MQ@@._V1_QL75_UX90_CR0,1,90,133_.jpg;Rob Schneider nació el 31 de octubre de 1963 en San Francisco, California, Estados Unidos. Es un actor y escritor, conocido por Gigoló (1999), ¡Este cuerpo no es el mío! (2002) y Estoy hecho un animal (2001). Está casado con Patricia Maya Schneider desde el 23 de abril de 2011. Tienen dos niños. Ha estado casado con London King y Helena Schneider.;Reparto;Deuce Bigalow: Gigoló europeo;98;9;14;6;;;1;;157;4;28;;6;;2
Rob Schneider;https://m.media-amazon.com/images/M/MV5BMTg0MDE4MTE0MF5BMl5BanBnXkFtZTcwOTYyOTM3MQ@@._V1_QL75_UX90_CR0,1,90,133_.jpg;Rob Schneider nació el 31 de octubre de 1963 en San Francisco, California, Estados Unidos. Es un actor y escritor, conocido por Gigoló (1999), ¡Este cuerpo no es el mío! (2002) y Estoy hecho un animal (2001). Está casado con Patricia Maya Schneider desde el 23 de abril de 2011. Tienen dos niños. Ha estado casado con London King y Helena Schneider.;Reparto;Deuce Bigalow;98;9;14;6;;;1;;157;4;28;;6;;2
