name;image;description;positions;known_for;Producción;Equipos adicionales;Dirección;Banda sonora;Guion;Reparto;Música;Como sí mismos;Agradecimientos;IMDbPro;Animación;Arte;Sonido;Cámara y electricidad;metraje de archivo;Vestuario;Diseño de vestuario;Dirección o asistencia de la segunda unidad;Composición;sonido de archivo;Edición;Dirección de fotografía y cámara
Noah Baumbach;https://m.media-amazon.com/images/M/MV5BMjA3NTUzNzM2OF5BMl5BanBnXkFtZTcwNjU4MjYxMw@@._V1_QL75_UX90_CR0,1,90,133_.jpg;Noah Baumbach nació el 3 de septiembre de 1969 en Brooklyn, Nueva York, Nueva York, Estados Unidos. Es un escritor y director, conocido por Una historia de Brooklyn (2005), Ruido de fondo (2022) y Historia de un matrimonio (2019). Está casado con Greta Gerwig. Tienen un niño. Ha estado casado con Jennifer Jason Leigh.;Guion;2012;9;;16;3;19;4;;30;10;;;1;1;1;1;;;;;;;
Karan Johar;https://m.media-amazon.com/images/M/MV5BMTM5Njk5MDI0OV5BMl5BanBnXkFtZTcwOTA0ODE2OQ@@._V1_QL75_UY133_CR92,0,90,133_.jpg;Karan Johar nació el 25 de mayo de 1972 en Bombay, Maharashtra, India. Es un productor y actor, conocido por Nunca feliz (2001), Algo sucede en mi corazón (1998) y Kal Ho Naa Ho (2003).;Producción;Nunca feliz;80;;17;;20;17;;56;24;;;;;;;5;2;1;;;;
Karan Johar;https://m.media-amazon.com/images/M/MV5BMTM5Njk5MDI0OV5BMl5BanBnXkFtZTcwOTA0ODE2OQ@@._V1_QL75_UY133_CR92,0,90,133_.jpg;Karan Johar nació el 25 de mayo de 1972 en Bombay, Maharashtra, India. Es un productor y actor, conocido por Nunca feliz (2001), Algo sucede en mi corazón (1998) y Kal Ho Naa Ho (2003).;Producción;7,4;80;;17;;20;17;;56;24;;;;;;;5;2;1;;;;
Karan Johar;https://m.media-amazon.com/images/M/MV5BMTM5Njk5MDI0OV5BMl5BanBnXkFtZTcwOTA0ODE2OQ@@._V1_QL75_UY133_CR92,0,90,133_.jpg;Karan Johar nació el 25 de mayo de 1972 en Bombay, Maharashtra, India. Es un productor y actor, conocido por Nunca feliz (2001), Algo sucede en mi corazón (1998) y Kal Ho Naa Ho (2003).;Producción;Guion;80;;17;;20;17;;56;24;;;;;;;5;2;1;;;;
Karan Johar;https://m.media-amazon.com/images/M/MV5BMTM5Njk5MDI0OV5BMl5BanBnXkFtZTcwOTA0ODE2OQ@@._V1_QL75_UY133_CR92,0,90,133_.jpg;Karan Johar nació el 25 de mayo de 1972 en Bombay, Maharashtra, India. Es un productor y actor, conocido por Nunca feliz (2001), Algo sucede en mi corazón (1998) y Kal Ho Naa Ho (2003).;Producción;2001;80;;17;;20;17;;56;24;;;;;;;5;2;1;;;;
Karan Johar;https://m.media-amazon.com/images/M/MV5BMTM5Njk5MDI0OV5BMl5BanBnXkFtZTcwOTA0ODE2OQ@@._V1_QL75_UY133_CR92,0,90,133_.jpg;Karan Johar nació el 25 de mayo de 1972 en Bombay, Maharashtra, India. Es un productor y actor, conocido por Nunca feliz (2001), Algo sucede en mi corazón (1998) y Kal Ho Naa Ho (2003).;Producción;Algo sucede en mi corazón;80;;17;;20;17;;56;24;;;;;;;5;2;1;;;;
Karan Johar;https://m.media-amazon.com/images/M/MV5BMTM5Njk5MDI0OV5BMl5BanBnXkFtZTcwOTA0ODE2OQ@@._V1_QL75_UY133_CR92,0,90,133_.jpg;Karan Johar nació el 25 de mayo de 1972 en Bombay, Maharashtra, India. Es un productor y actor, conocido por Nunca feliz (2001), Algo sucede en mi corazón (1998) y Kal Ho Naa Ho (2003).;Producción;7,5;80;;17;;20;17;;56;24;;;;;;;5;2;1;;;;
Karan Johar;https://m.media-amazon.com/images/M/MV5BMTM5Njk5MDI0OV5BMl5BanBnXkFtZTcwOTA0ODE2OQ@@._V1_QL75_UY133_CR92,0,90,133_.jpg;Karan Johar nació el 25 de mayo de 1972 en Bombay, Maharashtra, India. Es un productor y actor, conocido por Nunca feliz (2001), Algo sucede en mi corazón (1998) y Kal Ho Naa Ho (2003).;Producción;Guion;80;;17;;20;17;;56;24;;;;;;;5;2;1;;;;
Karan Johar;https://m.media-amazon.com/images/M/MV5BMTM5Njk5MDI0OV5BMl5BanBnXkFtZTcwOTA0ODE2OQ@@._V1_QL75_UY133_CR92,0,90,133_.jpg;Karan Johar nació el 25 de mayo de 1972 en Bombay, Maharashtra, India. Es un productor y actor, conocido por Nunca feliz (2001), Algo sucede en mi corazón (1998) y Kal Ho Naa Ho (2003).;Producción;1998;80;;17;;20;17;;56;24;;;;;;;5;2;1;;;;
Karan Johar;https://m.media-amazon.com/images/M/MV5BMTM5Njk5MDI0OV5BMl5BanBnXkFtZTcwOTA0ODE2OQ@@._V1_QL75_UY133_CR92,0,90,133_.jpg;Karan Johar nació el 25 de mayo de 1972 en Bombay, Maharashtra, India. Es un productor y actor, conocido por Nunca feliz (2001), Algo sucede en mi corazón (1998) y Kal Ho Naa Ho (2003).;Producción;Kal Ho Naa Ho;80;;17;;20;17;;56;24;;;;;;;5;2;1;;;;
Karan Johar;https://m.media-amazon.com/images/M/MV5BMTM5Njk5MDI0OV5BMl5BanBnXkFtZTcwOTA0ODE2OQ@@._V1_QL75_UY133_CR92,0,90,133_.jpg;Karan Johar nació el 25 de mayo de 1972 en Bombay, Maharashtra, India. Es un productor y actor, conocido por Nunca feliz (2001), Algo sucede en mi corazón (1998) y Kal Ho Naa Ho (2003).;Producción;7,9;80;;17;;20;17;;56;24;;;;;;;5;2;1;;;;
Karan Johar;https://m.media-amazon.com/images/M/MV5BMTM5Njk5MDI0OV5BMl5BanBnXkFtZTcwOTA0ODE2OQ@@._V1_QL75_UY133_CR92,0,90,133_.jpg;Karan Johar nació el 25 de mayo de 1972 en Bombay, Maharashtra, India. Es un productor y actor, conocido por Nunca feliz (2001), Algo sucede en mi corazón (1998) y Kal Ho Naa Ho (2003).;Producción;Producción;80;;17;;20;17;;56;24;;;;;;;5;2;1;;;;
Karan Johar;https://m.media-amazon.com/images/M/MV5BMTM5Njk5MDI0OV5BMl5BanBnXkFtZTcwOTA0ODE2OQ@@._V1_QL75_UY133_CR92,0,90,133_.jpg;Karan Johar nació el 25 de mayo de 1972 en Bombay, Maharashtra, India. Es un productor y actor, conocido por Nunca feliz (2001), Algo sucede en mi corazón (1998) y Kal Ho Naa Ho (2003).;Producción;2003;80;;17;;20;17;;56;24;;;;;;;5;2;1;;;;
Karan Johar;https://m.media-amazon.com/images/M/MV5BMTM5Njk5MDI0OV5BMl5BanBnXkFtZTcwOTA0ODE2OQ@@._V1_QL75_UY133_CR92,0,90,133_.jpg;Karan Johar nació el 25 de mayo de 1972 en Bombay, Maharashtra, India. Es un productor y actor, conocido por Nunca feliz (2001), Algo sucede en mi corazón (1998) y Kal Ho Naa Ho (2003).;Producción;Mi nombre es Khan;80;;17;;20;17;;56;24;;;;;;;5;2;1;;;;
Karan Johar;https://m.media-amazon.com/images/M/MV5BMTM5Njk5MDI0OV5BMl5BanBnXkFtZTcwOTA0ODE2OQ@@._V1_QL75_UY133_CR92,0,90,133_.jpg;Karan Johar nació el 25 de mayo de 1972 en Bombay, Maharashtra, India. Es un productor y actor, conocido por Nunca feliz (2001), Algo sucede en mi corazón (1998) y Kal Ho Naa Ho (2003).;Producción;7,9;80;;17;;20;17;;56;24;;;;;;;5;2;1;;;;
Karan Johar;https://m.media-amazon.com/images/M/MV5BMTM5Njk5MDI0OV5BMl5BanBnXkFtZTcwOTA0ODE2OQ@@._V1_QL75_UY133_CR92,0,90,133_.jpg;Karan Johar nació el 25 de mayo de 1972 en Bombay, Maharashtra, India. Es un productor y actor, conocido por Nunca feliz (2001), Algo sucede en mi corazón (1998) y Kal Ho Naa Ho (2003).;Producción;Dirección;80;;17;;20;17;;56;24;;;;;;;5;2;1;;;;
Karan Johar;https://m.media-amazon.com/images/M/MV5BMTM5Njk5MDI0OV5BMl5BanBnXkFtZTcwOTA0ODE2OQ@@._V1_QL75_UY133_CR92,0,90,133_.jpg;Karan Johar nació el 25 de mayo de 1972 en Bombay, Maharashtra, India. Es un productor y actor, conocido por Nunca feliz (2001), Algo sucede en mi corazón (1998) y Kal Ho Naa Ho (2003).;Producción;2010;80;;17;;20;17;;56;24;;;;;;;5;2;1;;;;
Dibakar Banerjee;https://m.media-amazon.com/images/M/MV5BYzJkZGE5NmUtMDkwOC00ODkyLTg2OWMtMTM2YTRkN2M1MGQwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_QL75_UY133_CR3,0,90,133_.jpg;Dibakar Banerjee nació el 21 de junio de 1969 en Nueva Delhi, India. Es un director y escritor, conocido por Detective Byomkesh Bakshy! (2015), Sandeep Aur Pinky Faraar (2021) y Oye Lucky! Lucky Oye! (2008).;Dirección;Detective Byomkesh Bakshy!;5;1;11;2;8;;6;2;;;;;;;;;;;3;;;
Dibakar Banerjee;https://m.media-amazon.com/images/M/MV5BYzJkZGE5NmUtMDkwOC00ODkyLTg2OWMtMTM2YTRkN2M1MGQwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_QL75_UY133_CR3,0,90,133_.jpg;Dibakar Banerjee nació el 21 de junio de 1969 en Nueva Delhi, India. Es un director y escritor, conocido por Detective Byomkesh Bakshy! (2015), Sandeep Aur Pinky Faraar (2021) y Oye Lucky! Lucky Oye! (2008).;Dirección;7,6;5;1;11;2;8;;6;2;;;;;;;;;;;3;;;
Dibakar Banerjee;https://m.media-amazon.com/images/M/MV5BYzJkZGE5NmUtMDkwOC00ODkyLTg2OWMtMTM2YTRkN2M1MGQwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_QL75_UY133_CR3,0,90,133_.jpg;Dibakar Banerjee nació el 21 de junio de 1969 en Nueva Delhi, India. Es un director y escritor, conocido por Detective Byomkesh Bakshy! (2015), Sandeep Aur Pinky Faraar (2021) y Oye Lucky! Lucky Oye! (2008).;Dirección;Dirección;5;1;11;2;8;;6;2;;;;;;;;;;;3;;;
Dibakar Banerjee;https://m.media-amazon.com/images/M/MV5BYzJkZGE5NmUtMDkwOC00ODkyLTg2OWMtMTM2YTRkN2M1MGQwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_QL75_UY133_CR3,0,90,133_.jpg;Dibakar Banerjee nació el 21 de junio de 1969 en Nueva Delhi, India. Es un director y escritor, conocido por Detective Byomkesh Bakshy! (2015), Sandeep Aur Pinky Faraar (2021) y Oye Lucky! Lucky Oye! (2008).;Dirección;2015;5;1;11;2;8;;6;2;;;;;;;;;;;3;;;
Dibakar Banerjee;https://m.media-amazon.com/images/M/MV5BYzJkZGE5NmUtMDkwOC00ODkyLTg2OWMtMTM2YTRkN2M1MGQwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_QL75_UY133_CR3,0,90,133_.jpg;Dibakar Banerjee nació el 21 de junio de 1969 en Nueva Delhi, India. Es un director y escritor, conocido por Detective Byomkesh Bakshy! (2015), Sandeep Aur Pinky Faraar (2021) y Oye Lucky! Lucky Oye! (2008).;Dirección;Sandeep Aur Pinky Faraar;5;1;11;2;8;;6;2;;;;;;;;;;;3;;;
Dibakar Banerjee;https://m.media-amazon.com/images/M/MV5BYzJkZGE5NmUtMDkwOC00ODkyLTg2OWMtMTM2YTRkN2M1MGQwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_QL75_UY133_CR3,0,90,133_.jpg;Dibakar Banerjee nació el 21 de junio de 1969 en Nueva Delhi, India. Es un director y escritor, conocido por Detective Byomkesh Bakshy! (2015), Sandeep Aur Pinky Faraar (2021) y Oye Lucky! Lucky Oye! (2008).;Dirección;6,3;5;1;11;2;8;;6;2;;;;;;;;;;;3;;;
Dibakar Banerjee;https://m.media-amazon.com/images/M/MV5BYzJkZGE5NmUtMDkwOC00ODkyLTg2OWMtMTM2YTRkN2M1MGQwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_QL75_UY133_CR3,0,90,133_.jpg;Dibakar Banerjee nació el 21 de junio de 1969 en Nueva Delhi, India. Es un director y escritor, conocido por Detective Byomkesh Bakshy! (2015), Sandeep Aur Pinky Faraar (2021) y Oye Lucky! Lucky Oye! (2008).;Dirección;Dirección;5;1;11;2;8;;6;2;;;;;;;;;;;3;;;
Dibakar Banerjee;https://m.media-amazon.com/images/M/MV5BYzJkZGE5NmUtMDkwOC00ODkyLTg2OWMtMTM2YTRkN2M1MGQwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_QL75_UY133_CR3,0,90,133_.jpg;Dibakar Banerjee nació el 21 de junio de 1969 en Nueva Delhi, India. Es un director y escritor, conocido por Detective Byomkesh Bakshy! (2015), Sandeep Aur Pinky Faraar (2021) y Oye Lucky! Lucky Oye! (2008).;Dirección;2021;5;1;11;2;8;;6;2;;;;;;;;;;;3;;;
Dibakar Banerjee;https://m.media-amazon.com/images/M/MV5BYzJkZGE5NmUtMDkwOC00ODkyLTg2OWMtMTM2YTRkN2M1MGQwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_QL75_UY133_CR3,0,90,133_.jpg;Dibakar Banerjee nació el 21 de junio de 1969 en Nueva Delhi, India. Es un director y escritor, conocido por Detective Byomkesh Bakshy! (2015), Sandeep Aur Pinky Faraar (2021) y Oye Lucky! Lucky Oye! (2008).;Dirección;Oye Lucky! Lucky Oye!;5;1;11;2;8;;6;2;;;;;;;;;;;3;;;
Dibakar Banerjee;https://m.media-amazon.com/images/M/MV5BYzJkZGE5NmUtMDkwOC00ODkyLTg2OWMtMTM2YTRkN2M1MGQwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_QL75_UY133_CR3,0,90,133_.jpg;Dibakar Banerjee nació el 21 de junio de 1969 en Nueva Delhi, India. Es un director y escritor, conocido por Detective Byomkesh Bakshy! (2015), Sandeep Aur Pinky Faraar (2021) y Oye Lucky! Lucky Oye! (2008).;Dirección;7,7;5;1;11;2;8;;6;2;;;;;;;;;;;3;;;
Dibakar Banerjee;https://m.media-amazon.com/images/M/MV5BYzJkZGE5NmUtMDkwOC00ODkyLTg2OWMtMTM2YTRkN2M1MGQwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_QL75_UY133_CR3,0,90,133_.jpg;Dibakar Banerjee nació el 21 de junio de 1969 en Nueva Delhi, India. Es un director y escritor, conocido por Detective Byomkesh Bakshy! (2015), Sandeep Aur Pinky Faraar (2021) y Oye Lucky! Lucky Oye! (2008).;Dirección;Dirección;5;1;11;2;8;;6;2;;;;;;;;;;;3;;;
Dibakar Banerjee;https://m.media-amazon.com/images/M/MV5BYzJkZGE5NmUtMDkwOC00ODkyLTg2OWMtMTM2YTRkN2M1MGQwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_QL75_UY133_CR3,0,90,133_.jpg;Dibakar Banerjee nació el 21 de junio de 1969 en Nueva Delhi, India. Es un director y escritor, conocido por Detective Byomkesh Bakshy! (2015), Sandeep Aur Pinky Faraar (2021) y Oye Lucky! Lucky Oye! (2008).;Dirección;2008;5;1;11;2;8;;6;2;;;;;;;;;;;3;;;
Dibakar Banerjee;https://m.media-amazon.com/images/M/MV5BYzJkZGE5NmUtMDkwOC00ODkyLTg2OWMtMTM2YTRkN2M1MGQwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_QL75_UY133_CR3,0,90,133_.jpg;Dibakar Banerjee nació el 21 de junio de 1969 en Nueva Delhi, India. Es un director y escritor, conocido por Detective Byomkesh Bakshy! (2015), Sandeep Aur Pinky Faraar (2021) y Oye Lucky! Lucky Oye! (2008).;Dirección;Shanghai;5;1;11;2;8;;6;2;;;;;;;;;;;3;;;
Dibakar Banerjee;https://m.media-amazon.com/images/M/MV5BYzJkZGE5NmUtMDkwOC00ODkyLTg2OWMtMTM2YTRkN2M1MGQwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_QL75_UY133_CR3,0,90,133_.jpg;Dibakar Banerjee nació el 21 de junio de 1969 en Nueva Delhi, India. Es un director y escritor, conocido por Detective Byomkesh Bakshy! (2015), Sandeep Aur Pinky Faraar (2021) y Oye Lucky! Lucky Oye! (2008).;Dirección;7,3;5;1;11;2;8;;6;2;;;;;;;;;;;3;;;
Dibakar Banerjee;https://m.media-amazon.com/images/M/MV5BYzJkZGE5NmUtMDkwOC00ODkyLTg2OWMtMTM2YTRkN2M1MGQwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_QL75_UY133_CR3,0,90,133_.jpg;Dibakar Banerjee nació el 21 de junio de 1969 en Nueva Delhi, India. Es un director y escritor, conocido por Detective Byomkesh Bakshy! (2015), Sandeep Aur Pinky Faraar (2021) y Oye Lucky! Lucky Oye! (2008).;Dirección;Dirección;5;1;11;2;8;;6;2;;;;;;;;;;;3;;;
Dibakar Banerjee;https://m.media-amazon.com/images/M/MV5BYzJkZGE5NmUtMDkwOC00ODkyLTg2OWMtMTM2YTRkN2M1MGQwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_QL75_UY133_CR3,0,90,133_.jpg;Dibakar Banerjee nació el 21 de junio de 1969 en Nueva Delhi, India. Es un director y escritor, conocido por Detective Byomkesh Bakshy! (2015), Sandeep Aur Pinky Faraar (2021) y Oye Lucky! Lucky Oye! (2008).;Dirección;2012;5;1;11;2;8;;6;2;;;;;;;;;;;3;;;
Julien Leclercq;;Julien Leclercq conocido por su papel en Atracadores: La serie (2021), Le salaire de la peur y El asalto (2010).;Guion;Atracadores: La serie;11;;11;;10;;;2;;;;;;;;;;;;;;
Julien Leclercq;;Julien Leclercq conocido por su papel en Atracadores: La serie (2021), Le salaire de la peur y El asalto (2010).;Guion;7,2;11;;11;;10;;;2;;;;;;;;;;;;;;
Julien Leclercq;;Julien Leclercq conocido por su papel en Atracadores: La serie (2021), Le salaire de la peur y El asalto (2010).;Guion;Serie de TV;11;;11;;10;;;2;;;;;;;;;;;;;;
Julien Leclercq;;Julien Leclercq conocido por su papel en Atracadores: La serie (2021), Le salaire de la peur y El asalto (2010).;Guion;Guion(creator);11;;11;;10;;;2;;;;;;;;;;;;;;
Julien Leclercq;;Julien Leclercq conocido por su papel en Atracadores: La serie (2021), Le salaire de la peur y El asalto (2010).;Guion;2021–2023 • 12 episodios;11;;11;;10;;;2;;;;;;;;;;;;;;
Julien Leclercq;;Julien Leclercq conocido por su papel en Atracadores: La serie (2021), Le salaire de la peur y El asalto (2010).;Guion;Le salaire de la peur;11;;11;;10;;;2;;;;;;;;;;;;;;
Julien Leclercq;;Julien Leclercq conocido por su papel en Atracadores: La serie (2021), Le salaire de la peur y El asalto (2010).;Guion;Guion;11;;11;;10;;;2;;;;;;;;;;;;;;
Julien Leclercq;;Julien Leclercq conocido por su papel en Atracadores: La serie (2021), Le salaire de la peur y El asalto (2010).;Guion;El asalto;11;;11;;10;;;2;;;;;;;;;;;;;;
Julien Leclercq;;Julien Leclercq conocido por su papel en Atracadores: La serie (2021), Le salaire de la peur y El asalto (2010).;Guion;6,1;11;;11;;10;;;2;;;;;;;;;;;;;;
Julien Leclercq;;Julien Leclercq conocido por su papel en Atracadores: La serie (2021), Le salaire de la peur y El asalto (2010).;Guion;Guion;11;;11;;10;;;2;;;;;;;;;;;;;;
Julien Leclercq;;Julien Leclercq conocido por su papel en Atracadores: La serie (2021), Le salaire de la peur y El asalto (2010).;Guion;2010;11;;11;;10;;;2;;;;;;;;;;;;;;
Julien Leclercq;;Julien Leclercq conocido por su papel en Atracadores: La serie (2021), Le salaire de la peur y El asalto (2010).;Guion;Atracadores;11;;11;;10;;;2;;;;;;;;;;;;;;
Julien Leclercq;;Julien Leclercq conocido por su papel en Atracadores: La serie (2021), Le salaire de la peur y El asalto (2010).;Guion;6,3;11;;11;;10;;;2;;;;;;;;;;;;;;
Julien Leclercq;;Julien Leclercq conocido por su papel en Atracadores: La serie (2021), Le salaire de la peur y El asalto (2010).;Guion;Guion;11;;11;;10;;;2;;;;;;;;;;;;;;
Julien Leclercq;;Julien Leclercq conocido por su papel en Atracadores: La serie (2021), Le salaire de la peur y El asalto (2010).;Guion;2015;11;;11;;10;;;2;;;;;;;;;;;;;;
Amy Poehler;https://m.media-amazon.com/images/M/MV5BYjIzMDA0NmUtMTlhZi00ZDU3LTkzYWMtZDhkYTU1ZDJlMGRkXkEyXkFqcGdeQXVyNzcwODE0OTk@._V1_QL75_UY133_CR14,0,90,133_.jpg;Amy Poehler nació el 16 de septiembre de 1971 en Massachusetts, Estados Unidos. Es una actriz y productora, conocida por Del revés (Inside Out) (2015), Mamá de alquiler (2008) y Parks and Recreation (2009). Ha estado casada con Will Arnett.;Reparto;Del revés (Inside Out);30;;6;15;19;94;;218;16;;;;;;61;;;;;1;;
Amy Poehler;https://m.media-amazon.com/images/M/MV5BYjIzMDA0NmUtMTlhZi00ZDU3LTkzYWMtZDhkYTU1ZDJlMGRkXkEyXkFqcGdeQXVyNzcwODE0OTk@._V1_QL75_UY133_CR14,0,90,133_.jpg;Amy Poehler nació el 16 de septiembre de 1971 en Massachusetts, Estados Unidos. Es una actriz y productora, conocida por Del revés (Inside Out) (2015), Mamá de alquiler (2008) y Parks and Recreation (2009). Ha estado casada con Will Arnett.;Reparto;8,1;30;;6;15;19;94;;218;16;;;;;;61;;;;;1;;
Amy Poehler;https://m.media-amazon.com/images/M/MV5BYjIzMDA0NmUtMTlhZi00ZDU3LTkzYWMtZDhkYTU1ZDJlMGRkXkEyXkFqcGdeQXVyNzcwODE0OTk@._V1_QL75_UY133_CR14,0,90,133_.jpg;Amy Poehler nació el 16 de septiembre de 1971 en Massachusetts, Estados Unidos. Es una actriz y productora, conocida por Del revés (Inside Out) (2015), Mamá de alquiler (2008) y Parks and Recreation (2009). Ha estado casada con Will Arnett.;Reparto;Joy(voz);30;;6;15;19;94;;218;16;;;;;;61;;;;;1;;
Amy Poehler;https://m.media-amazon.com/images/M/MV5BYjIzMDA0NmUtMTlhZi00ZDU3LTkzYWMtZDhkYTU1ZDJlMGRkXkEyXkFqcGdeQXVyNzcwODE0OTk@._V1_QL75_UY133_CR14,0,90,133_.jpg;Amy Poehler nació el 16 de septiembre de 1971 en Massachusetts, Estados Unidos. Es una actriz y productora, conocida por Del revés (Inside Out) (2015), Mamá de alquiler (2008) y Parks and Recreation (2009). Ha estado casada con Will Arnett.;Reparto;2015;30;;6;15;19;94;;218;16;;;;;;61;;;;;1;;
Amy Poehler;https://m.media-amazon.com/images/M/MV5BYjIzMDA0NmUtMTlhZi00ZDU3LTkzYWMtZDhkYTU1ZDJlMGRkXkEyXkFqcGdeQXVyNzcwODE0OTk@._V1_QL75_UY133_CR14,0,90,133_.jpg;Amy Poehler nació el 16 de septiembre de 1971 en Massachusetts, Estados Unidos. Es una actriz y productora, conocida por Del revés (Inside Out) (2015), Mamá de alquiler (2008) y Parks and Recreation (2009). Ha estado casada con Will Arnett.;Reparto;Mamá de alquiler;30;;6;15;19;94;;218;16;;;;;;61;;;;;1;;
Amy Poehler;https://m.media-amazon.com/images/M/MV5BYjIzMDA0NmUtMTlhZi00ZDU3LTkzYWMtZDhkYTU1ZDJlMGRkXkEyXkFqcGdeQXVyNzcwODE0OTk@._V1_QL75_UY133_CR14,0,90,133_.jpg;Amy Poehler nació el 16 de septiembre de 1971 en Massachusetts, Estados Unidos. Es una actriz y productora, conocida por Del revés (Inside Out) (2015), Mamá de alquiler (2008) y Parks and Recreation (2009). Ha estado casada con Will Arnett.;Reparto;6,0;30;;6;15;19;94;;218;16;;;;;;61;;;;;1;;
Amy Poehler;https://m.media-amazon.com/images/M/MV5BYjIzMDA0NmUtMTlhZi00ZDU3LTkzYWMtZDhkYTU1ZDJlMGRkXkEyXkFqcGdeQXVyNzcwODE0OTk@._V1_QL75_UY133_CR14,0,90,133_.jpg;Amy Poehler nació el 16 de septiembre de 1971 en Massachusetts, Estados Unidos. Es una actriz y productora, conocida por Del revés (Inside Out) (2015), Mamá de alquiler (2008) y Parks and Recreation (2009). Ha estado casada con Will Arnett.;Reparto;Angie;30;;6;15;19;94;;218;16;;;;;;61;;;;;1;;
Amy Poehler;https://m.media-amazon.com/images/M/MV5BYjIzMDA0NmUtMTlhZi00ZDU3LTkzYWMtZDhkYTU1ZDJlMGRkXkEyXkFqcGdeQXVyNzcwODE0OTk@._V1_QL75_UY133_CR14,0,90,133_.jpg;Amy Poehler nació el 16 de septiembre de 1971 en Massachusetts, Estados Unidos. Es una actriz y productora, conocida por Del revés (Inside Out) (2015), Mamá de alquiler (2008) y Parks and Recreation (2009). Ha estado casada con Will Arnett.;Reparto;2008;30;;6;15;19;94;;218;16;;;;;;61;;;;;1;;
Amy Poehler;https://m.media-amazon.com/images/M/MV5BYjIzMDA0NmUtMTlhZi00ZDU3LTkzYWMtZDhkYTU1ZDJlMGRkXkEyXkFqcGdeQXVyNzcwODE0OTk@._V1_QL75_UY133_CR14,0,90,133_.jpg;Amy Poehler nació el 16 de septiembre de 1971 en Massachusetts, Estados Unidos. Es una actriz y productora, conocida por Del revés (Inside Out) (2015), Mamá de alquiler (2008) y Parks and Recreation (2009). Ha estado casada con Will Arnett.;Reparto;Parks and Recreation;30;;6;15;19;94;;218;16;;;;;;61;;;;;1;;
Amy Poehler;https://m.media-amazon.com/images/M/MV5BYjIzMDA0NmUtMTlhZi00ZDU3LTkzYWMtZDhkYTU1ZDJlMGRkXkEyXkFqcGdeQXVyNzcwODE0OTk@._V1_QL75_UY133_CR14,0,90,133_.jpg;Amy Poehler nació el 16 de septiembre de 1971 en Massachusetts, Estados Unidos. Es una actriz y productora, conocida por Del revés (Inside Out) (2015), Mamá de alquiler (2008) y Parks and Recreation (2009). Ha estado casada con Will Arnett.;Reparto;8,6;30;;6;15;19;94;;218;16;;;;;;61;;;;;1;;
Amy Poehler;https://m.media-amazon.com/images/M/MV5BYjIzMDA0NmUtMTlhZi00ZDU3LTkzYWMtZDhkYTU1ZDJlMGRkXkEyXkFqcGdeQXVyNzcwODE0OTk@._V1_QL75_UY133_CR14,0,90,133_.jpg;Amy Poehler nació el 16 de septiembre de 1971 en Massachusetts, Estados Unidos. Es una actriz y productora, conocida por Del revés (Inside Out) (2015), Mamá de alquiler (2008) y Parks and Recreation (2009). Ha estado casada con Will Arnett.;Reparto;Serie de TV;30;;6;15;19;94;;218;16;;;;;;61;;;;;1;;
Amy Poehler;https://m.media-amazon.com/images/M/MV5BYjIzMDA0NmUtMTlhZi00ZDU3LTkzYWMtZDhkYTU1ZDJlMGRkXkEyXkFqcGdeQXVyNzcwODE0OTk@._V1_QL75_UY133_CR14,0,90,133_.jpg;Amy Poehler nació el 16 de septiembre de 1971 en Massachusetts, Estados Unidos. Es una actriz y productora, conocida por Del revés (Inside Out) (2015), Mamá de alquiler (2008) y Parks and Recreation (2009). Ha estado casada con Will Arnett.;Reparto;Leslie Knope;30;;6;15;19;94;;218;16;;;;;;61;;;;;1;;
